url,abstract,narrow replication,robust,complete materials for replication
https://ideas.repec.org/p/zbw/i4rdps/148.html,"Hjort and Poulsen (2019) frames the staggered arrival of submarine Internet cables on the shores of Africa circa 2010 as a difference-in-differences natural experiment. The paper finds positive impacts of broadband on individual- and firm-level employment and nighttime light emissions. These results largely are not robust to alternative ge-ocoding of survey locations, to correcting for a satellite changeover at end-2009, and to revisiting a definition of the treated zone that has no clear technological basis, is narrower than the spatial resolution of nearly all the data sources, and is empirically suboptimal as a representation of the geography of broadband.",1,0,1
https://ideas.repec.org/p/zbw/i4rdps/149.html,"When do populist radical-right parties (PRRP) foster the (descriptive) representation of women? In a recently published paper, Weeks et al. (2023) coin the concept of 'strategic descriptive representation'. When facing electoral struggles, PRRP would exploit the existing gender gap and strategically increase the descriptive representation of women to attract female votes and fare better in the election. Using data on 58 elections across 19 countries, the authors test their argument and find conclusive evidence supporting it. In this paper, we offer a replication of the study. First, we assess the numerical reproducibility of the published findings ('verification'). Second, we investigate the 'robustness' of the findings and evaluate the results under alternative model specifications. While our replication study identifies minor issues with the verification and some of themodel specifications, itmost importantly shows that the main results of the paper are driven by a single outlier. The paper's key finding is hence contingent on the inclusion of a single observation (French Front National in 2012), which is a questionable observation as it only elected two MPs, one of whom was a woman. Additionally, this woman's election was seemingly caused by a combination of idiosyncratic factors discussed in the study. Once the case is excluded from the analysis the key model parameter shrinks close to zero and loses its statistical significance. Accordingly, in light of our findings, there is no clear evidence supporting strategic descriptive representation and electoral pressures do not seem sufficient to encourage PRRP to increase their share of female representatives. Correcting this empirical finding has important implications for both understanding PRRP's electoral strategies and women's representation.",,,
https://ideas.repec.org/p/zbw/i4rdps/150.html,"Guinaudeau and Jankowski reassess our recent study on the use of strategic descriptive representation among political parties in Europe. The authors successfully replicate the vast majority of our findings and perform a number of additional robustness checks. They claim that one of our key findings is sensitive to the inclusion of one observation (the Front National, FN, 2012), and that alternative measurement or modeling strategies return different results. In this response, we address each claim in turn. We apply influential case diagnostics to detect all influential cases in our multilevel models, so as not to arbitrarily delete one influential observation but not another. On removing all influential cases, our results remain substantially the same. More importantly, because we do not agree with arbitrarily dropping observations, our findings are robust to different handling techniques for influential cases in multilevel models which downweight influential cases. Further, and in line with our original mixed methods approach, we provide an additional influential case study of the use of strategic descriptive representation by the FN in 2012, which is supportive of our theory and quantitative evidence. Finally, we respond to questions about our measurement and modeling decisions by highlighting the theoretical framework and scholarly literature that informs these decisions, which is largely disregarded by GJ.",,,
https://ideas.repec.org/p/zbw/i4rdps/151.html,"We conduct a computational replication of Atanasov et al. (2023). In total, our analysis covers three variations: we use the cleaned dataset provided in the replication package, we clean the original data ourselves, and finally we extend the dataset to encompass an additional three years of data using the webscraper provided by the authors. The additional data boosts the final observation count by approximately one-quarter. We find that the results are robust; the data in the replication package results in nearly the same estimates and an extension of the data and specifications reduces the effect size and statistical significance, but does not change the conclusions. We further conduct a wide range of robustness checks. While some estimates have smaller effect sizes and lower statistical significance, all results support the original findings.",,,
https://ideas.repec.org/p/zbw/i4rdps/152.html,"We provide a reproduction and replication of Brutger (2024), which examines the effects of the University of California, Berkeley's Pipeline Initiative in Political Science (PIPS) program on five self-reported outcomes related to interest and preparation towards pursuing graduate school. We are able to reproduce the author's results but do note some minor coding challenges. Our additional replication analysis confirms that the study's original results are robust to different model specifications. In future analysis of PIPS, we suggest that the author address our suggestions regarding the wording of the survey questions, sample selection, and statistical power. Overall, we commend the author on a good study of an important topic.",,,
https://ideas.repec.org/p/zbw/i4rdps/153.html,"Overall, the results of this study are replicable using the clean dataset provided by the authors. However, the process of transforming the raw data into this clean dataset is at times unclear, and certain essential codes are missing from the replication materials, which may hinder complete replication. Despite these challenges, the paper's findings remain robust to a small number of robustness checks that we conducted, providing confidence in the reliability and stability of the results. Moving forward, efforts to enhance transparency in data transformation steps and inclusion of all necessary codes would facilitate more seamless replication and validation of the study's outcomes.",,,
https://ideas.repec.org/p/zbw/i4rdps/154.html,"Sanders et al. (2024) made the central claim that effects found in eight meta-analyses are ""strong evidence"" (P",,,
https://ideas.repec.org/p/zbw/i4rdps/155.html,"Guo et al. (2023) examine the impact of early-life experiences of politicians on their policy implementations. They utilize differential exposure of Chinese county party secretaries to the Great Famine of 1959-1961 as a natural experiment and investigate the impact on their policy preferences, in particular fiscal expenditure on agriculture and social security. In their baseline analytical specification, the authors find that exposure to a one percentage point more severe famine led counties governed by these politicians to a 0.8% higher fiscal expenditure on agriculture and a 1.1% higher expenditure on social security subsidies. Their point estimates are statistically significant at the 1%, respective 5% levels depending on the included set of controls. First, we successfully computationally reproduce all quantitative claims, more precisely all tables and figures, of the paper, using the provided replication files. We uncover a minor coding error in a specification in a robustness check, though correcting it does actually strengthen the studies' main result, as well as a typo and rounding error in another robustness check. Additionally, the summary statistics and exploratory data analysis of the paper were also computationally reproduced using a different software package. Second, we directly replicate the results by systematically varying the sample size in two ways. One, we drop one individual control variable which increases the sample by retaining the observations that have missing values for that control variable, and two, we restrict the sample for the estimation of the impact on social security subsidies to only those observations that also report values for the agricultural fiscal subsidies. We find that retaining the observations with missing educational information values reduces the magnitude of all coefficients of interest (so interactions of famine severity with birth year indicators) with the impact on agricultural expenditure remaining statistically significant while the impact on social security subsidies is no longer statistically significant in three specifications and remains weakly significant in one. Similarly, the impact of estimating the impact on social security subsidies with the restricted sample of observations that have agricultural subsidy values also reduces the magnitude substantially and turns the coefficient statistically insignificant.",,,
https://ideas.repec.org/p/zbw/i4rdps/156.html,"The study provides empirical evidence that a targeted policy can backfire because information signals affect non-targeted units. Specifically, the analysis of the policy aimed at regulating the harvesting of juvenile fish in Peru's Anchovy Fishery, by temporarily closing areas with high juvenile catch percentages, reveals an unintended increase of 48% in the overall seasonal juvenile catch percentage. This appears to be due to substantial spatial and temporal spillovers generated by the policy that reduces search costs for fishers. The study combines administrative micro-data used by the regulator to generate closures with biologically richer data from fishing firms. All results are easily computationally reproducible within a 5-hour time frame, except for the synthetic controls robustness check, which takes a considerable amount of time (appr. 64 hours) but works. We stress the robustness and reproducibility of the study by testing whether the analysis is robust to the use of different types of standard errors, and the findings appear unaffected. Overall, the full analysis and graphic outputs of the paper are reproducible using the publicly available complementary data and code from the AEJ website despite minor code interpretability challenges.",,,
https://ideas.repec.org/p/zbw/i4rdps/157.html,"Funke, Schularick, and Trebesch (2023) investigate the impact of populist leaders on GDP growth in 60 countries. They build an original dataset identifying populist presidents and prime ministers from 1900 to 2020. They then examine changes in countries' GDP growth rates following a populist leader using various empirical methods. They find that 5-15 years after a populist leader, the GDP per capita in that country is lower. Focusing on the panel regression results (Table 2), which we replicate, the authors find a reduction in GDP growth rates of 0.8-1 percentage point per year, with p-values ranging from 0.000 to 0.023. We successfully computationally reproduce these estimates. Second, we recode the variable identifying populist leaders from the authors' source and examine the sensitivity of the estimates to changing the sample time period to include the ""war"" years of 1915-1945. We find that the results in our main change - using the extended time-period sample - are qualitatively similar to the original results, though with smaller and noisier point estimates. Specifically, the 5-year estimate in Table 2 column 3 changes from -0.97 (p-value 0.02) to -0.43 (p-value 0.2), and the 15-year estimate in Table 3 column 3 changes from -0.73 (p-value 0.01) to -0.53 (p-value 0.17). We then turn to sensitivity analysis regarding small differences in research choices about how to code the start of populist spells and which spells to include in the sample. We find the original results are highly robust to these changes. For example, in our Table 3 column 3, the estimated effect changes from the original -0.73 (p-value 0.01) to -0.75 (p-value",,,
https://ideas.repec.org/p/zbw/i4rdps/158.html,"Moscona & Sastry (2023, Quarterly Journal of Economics) - henceforth MS23 - find that cropland values are significantly less damaged by extreme heat exposure (EHE) when crops are more exposed to technological innovation. However, MS23's 'innovation exposure' variable does not measure innovation, instead proxying innovation using a measure of crops' national heat exposure. A re-examination of MS23's replication data - which permits a close but inexact reproduction of MS23's published findings - shows that this proxy moderates EHE impacts for reasons unrelated to innovation. The proxy is practically identical to local EHE, so MS23's models examining interaction effects between their proxy and local EHE effectively interact local EHE with itself. I document extensive evidence that MS23's findings on 'innovation exposure' are simply artefacts of nonlinear impacts in local EHE, and uncover robustness issues for other key findings. I then construct direct measures of innovation exposure from MS23's crop variety and patenting data. Replacing MS23's proxy with these direct innovation measures decreases MS23's moderating effect estimates by at least 99.8% in standardized units; none of these new estimates are statistically significantly different from zero. Similar results arise from an instrumental variables strategy that instruments my direct innovation measures with MS23's heat proxy. These results cast doubt on the general capacity for market innovations to mitigate agricultural damage from climate change.",1,0,1
https://ideas.repec.org/p/zbw/i4rdps/159.html,No abstract is available for this item.,,,
https://ideas.repec.org/p/zbw/i4rdps/160.html,"Badinger and Schiman (2023) use a narrative high-frequency analysis of news and financial markets to develop a small set of restrictions on the structural shocks of a VAR of the Euro area. Their approach does not uniquely identify a structural representation, so their results are based on the distribution of a randomly generated set of parameters that satisfies the restrictions. Their method generates impulse responses that are consistent with macroeconomic theory, but that differ from previous studies that use alternative highfrequency identification strategies. They use this difference to argue that, unlike previous studies, their method is able to separate monetary policy surprises from confounding central bank information shocks - an important new contribution to the literature. I conducted two replication studies of their work on behalf of the Institute for Replication (I4R). First, I used the code provided in their replication package to replicate all of their main results, aside from the small variations expected in replicating a Monte Carlo study. Second, I attempted to use their original data to recreate their results using a different statistical software (Eviews 13). I was unable to replicate their results for two reasons. First, my program is unable to exactly replicate the custom prior they used to generate their reduced-form results. Second, my models routinely generated nonstationary VARs that nevertheless satisfied the identification restrictions. This differs from the author's results, but is not surprising given the ambiguous stationarity of the underlying macro variables.",1,,1
https://ideas.repec.org/p/zbw/i4rdps/161.html,"This report evaluates the computational reproducibility and analytical robustness of Exley and Kessler's (2024) investigation into ""motivated errors,"" which suggests that individuals may rationalize selfish behavior by attributing their errors to confusion. Using the original data and code, we could regenerate all results reported in the manuscript and online appendices with full precision. However, our re-analysis identified significant limitations, including insufficiently annotated code, ambiguous variable naming, and the absence of essential participant-level data, which obstruct comprehensive robustness checks. These challenges underscore the importance of best practices in data and code sharing to enhance the transparency and credibility of economic research. Our reflection not only contributes to discussions on empirical rigor but also advocates for improved standards in sharing scholarly resources.",,0,0
https://ideas.repec.org/p/zbw/i4rdps/162.html,"Liu, Shamdasani, and Taraz (2023) examine, among other things, the effect of temperature and precipitation in India during the growing season (June-February) on the agricultural and non-agricultural worker share in Indian districts in the medium run (decades) and in the long run (30 years). In their preferred analytical specification, they find that a 1°C increase in temperature leads to a 17% increase in the agricultural labor share (corresponding to a logarithmic coefficient of 0.157) and an 8.2% decrease in the nonagricultural labor share (corresponding to a logarithmic coefficient of -0.086) in the medium term. The effects are significant at the 5% and 1% level (5% and 5% with Conley standard errors), respectively. For precipitation, they do not find effects significantly different from 0. First, we rerun the code with neither execution nor coding errors. Second, we reproduced the main tables in a different software language and did find the same results. Lastly, we tested the robustness by weighting the districts with the population size. Here, we find that the effects in the medium run become significantly smaller and not statistically significant anymore. However, the effects in the long run stay roughly the same. By splitting the sample in low and highly populated districts we find that the medium run effects are only present in low populated districts with no effect on highly populated ones.",1,0.5,1
https://ideas.repec.org/p/zbw/i4rdps/163.html,No abstract is available for this item.,,,
https://ideas.repec.org/p/zbw/i4rdps/164.html,"Masatlioglu et al. (2023) show a strong intrinsic preference for positively skewed information over negatively skewed information through three laboratory and two field experiments. Using the provided replication package, we successfully computationally reproduce these results. Additionally, we test the robustness of the findings by employing alternative statistical tests, which confirmed the original conclusions. We also make minor comments about the paper that may be useful to researchers building on Masatlioglu et al. (2023)'s work.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/165.html,"Zárate, Quezada-Llanes, and Armenta (2024) examine whether Hispanic and Anglo voters change voting behavior if a political candidate speaks to them in Spanish and whether it matters how proficient in Spanish the candidate sounds. They find that Hispanic support for the Anglo and Hispanic candidates is higher in the native-like Spanish condition compared with the English-only condition. Relative to the English condition, non-native Spanish does not increase support for the Anglo candidate, but it decreases support for the Hispanic candidate. They find mixed effects for the Anglo participants. We conducted computational and robustness reproductions. First, we successfully computationally reproduced all the main results. Second, we constrained the analysis to participants that passed the manipulation checks (this was not done by the authors). We find the same results hold. Notice we constrained ourselves to study 1, which is based on data by Prolific.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/166.html,"Grenet et al. (2022) examine the effect of quasi-random early offers on the probability of accepting an offer in the Germany's university admission process. The authors demonstrate that the early offers lead to a statistically significant increase in the likelihood of accepting an offer. Their preferred explanation for this early-offer effect is that students gradually discover their preferences over time, a hypothesis also supported by survey data. First, we successfully computationally reproduce the main claims of the paper in STATA. Second, we reproduce the results in R, including producing the analysis data from scratch. Third, we test the robustness of the results by checking the identification assumption with new data, applying different standard errors for the main estimation, and using an alternative empirical model specification.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/167.html,"Metcalf and Stock (2023) find that an increase in carbon tax has a weakly positive effect on output and employment, along with a negative effect on C02 emissions over a 6-year horizon. The paper identifies a carbon tax shock and uses it to quantify the effect of a permanent unexpected increase in the carbon tax rate. The effect of this increase is obtained using a policy counterfactual exercise based on dynamic effects estimated using panel local projections. We use the authors' own Stata replication package to reproduce the main results of the paper and carry out additional robustness tests. We also conduct these empirical analyses using popular open-source econometric libraries in R. We compare the original permanent carbon tax increase policy counterfactual impulse responses to standard one-time carbon tax shock impulse responses. The justification for this robustness test is that carbon tax rate changes are persistent, so that a transitory shock effectively mimics a permanent shock. We find that (1) the authors' replication package successfully reproduces the results of the paper; (2) alternative local projection specifications and policy counterfactuals largely exhibit the same qualitative properties as the main results of the paper.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/168.html,"Colantone et al. (2024a) use survey data to examine how a major ban on combustion engine cars in Milan, Italy affected voting behavior of treated car owners. The authors find that the ban raised the probability of voting for the populist right wing Lega party by 15.4-18.3 percentage points, a 70-80% increase relative to the average car owner. The estimate is statistically significant at the 5% level. These effects are driven by dissatisfaction with money losses rather than more antagonistic attitudes towards environmental protection. In this report, we inspect the data and replication package of the paper with two sets of exercises. First, we successfully computationally reproduce all the main results of the paper. Second, we test the robustness of the authors' main results by exploring different definitions of control variables, variations in the regression specifications, and alternative econometric models and research designs. Our results generally confirm the authors' conclusions, but are smaller in magnitude and suggest that the ATTs in the original paper might have been overstated.",1,0.75,1
https://ideas.repec.org/p/zbw/i4rdps/169.html,"In a systematic review and meta-analysis, Wang et al. (2023) estimate the association of social isolation or loneliness with mortality outcomes. In their preferred analytical specification, the authors find an increased risk of mortality from all causes for both exposures: a pooled effect size for social isolation of 1.32; 95% confidence interval 1.26 to 1.39; P ﹤ 0.001; a pooled effect size for loneliness of 1.14; 95% CI, 1.08 to 1.20; P ﹤ 0.001. We computationally reproduce these results by extracting data from the article PDF and re-implementing the original analysis, and we compare the extracted data with data that we later received from the authors. Second, we assess the robustness of the main results against plausible alternative analytic choices in three areas: estimation of the random effects models, heterogeneity, and adjustment for publication bias. We find that the main claims of the original authors are robust, although the majority of methods to adjust for publication bias suggest somewhat smaller effects than the original estimates.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/170.html,"Gill and Prowse (2023) study response times using a repeated p-beauty contest (p = 0.7). Looking at between-subject variation in response times, they found that subjects who think for longer, on average, win more rounds and choose lower numbers. When comparing average response times and level-k behavior, they observed that higher k types think for longer. In general, we are able to reproduce their findings, despite a minor coding error and some missing information. We test the robustness of their results by comparing average and median response times and choices, separating the sample into quick and slow respondents, including additional controls, and different estimation parameters. We do not find differences between choices between slow and quick respondents, somewhat contradicting their conclusions. Moreover, most subjects played faster as the game was repeated. The remaining results are robust to the inclusion of cohort effects and different parameter specifications in their regressions.",1,0.5,1
https://ideas.repec.org/p/zbw/i4rdps/171.html,"Furnas & LaPira (2024) examine the extent to which unelected political elites in the United States misperceive nationwide public opinion on salient policy issues. They find that unelected elites consistently misperceive public opinion in the direction of their own opinions on average. They estimate that unelected elites that strongly oppose (support) a policy perceive public opinion in favor of that policy to be about ten percentage points below (above) the actual level of public support. These results persist when considering the ideological underpinnings of each issue, elite partisanship, the relevance of partisanship in profession, elite professional community, and elite trust in partisan information sources. We attempt to reproduce these findings through three methods. First, we run the data analysis code as it was provided by the authors and successfully reproduced the paper's main findings. Second, we test the robustness of the results by generating estimates of public opinion from a separate nationally representative survey administered at the same time as the authors' survey. Lastly, we run additional robustness tests by examining whether results hold under different model specifications. We find that the authors' results are largely robust to these additional analyses.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/172.html,"Taylor et al. (2023) explored the impact of identity cues on online behavior, employing a large-scale field experiment on a social news aggregation website. Findings reveal that identity cues significantly influence how individuals form opinions and engage with online content, accounting for 28% to 61% of variation in voting associated with commenters' production, reputation, and reciprocity. The results highlight the role of identity cues in perpetuating social content evaluation disparities and suggest anonymized content votes could enhance overall content quality on social platforms. In the replication analysis of this study, we utilized the provided script on the same data, which was provided by the paper's author following non-disclosure agreements. Further the robustness of the results was also tested after applying a mixed effects model instead of the linear probability model. Our replication confirmed the overall reproducibility of the results using the provided script, but there were notable changes in the estimates. In our analysis, the variation in individuals forming opinions and engaging with online content, as measured by voting associated with commenters' production, reputation, and reciprocity, ranged from 15% to 60% due to identity cues. This indicates that a few effects are somewhat smaller than in the original study. Moreover, when using our alternative analytic approach, the results remained generally robust, but there were exceptions. Specifically, the model assessing the impact of identity cues on individuals in voting associated with commenters' production yielded different results: We generally found stronger evidence in form of higher statistical significance for the claims of the authors.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/173.html,"We reproduced West (2024) ""Formal designation of Brazilian indigenous lands linked to small but consistent reductions in deforestation,"" which investigates the impact of formally recognizing Indigenous Lands (ILs) on deforestation rates in Brazil from 1986 to 2021. The original study uses a quasi-experimental design, employing temporal and sectional matching methods to compare deforestation rates before and after IL designation, concluding an average reduction of -0.05% in deforestation. To verify these findings, we conducted three main tests: a logit analysis, the consideration of negative deforestation values in the Atlantic Forest, and the synthetic control method. The logit analysis assessed the relationship between IL designation and covariates like land size, elevation, slope, and proximity to urban centers, confirming that these factors significantly influence IL designation, consistent with the original study. We also examined the treatment of negative deforestation values in the Atlantic Forest, originally treated as zero. By retaining these values, we found no significant impact on the study's overall results, indicating that the original methodological choice did not affect the main conclusions. Finally, the synthetic control method was used to replicate the counterfactual analysis of IL-designated areas, demonstrating that these areas consistently exhibited lower deforestation rates compared to the synthetic control post-2011. These tests confirmed the original study's findings, demonstrating that the formal designation of ILs contributes to small but significant reductions in deforestation, supporting the effectiveness of ILs as a strategy for environmental conservation and indigenous rights protection. The reproducibility of these results reinforces the study's conclusions.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/174.html,"Carvalho et al. (2023) propose a theoretical framework that explains longrun inflation expectations' dynamic using short-run inflation surprises and beliefs about monetary policy. In an empirical exercise, they show that this concise framework predicts long-term inflation expectations well over long periods and across a multitude of countries. In this study we look at the reproducibility of the work and the robustness of the results across two dimensions - the strength of the empirical results and the robustness of the estimation methodology. Across the empirical dimension, we extend the model with data past the global pandemic and study the robustness of the results before 2020 as well as the strength of the conclusion after 2020. With respect to the methodological application, we utilise a different sampler to estimate the main non-linear specification. The original findings remain intact across both dimensions.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/175.html,"Zhang (2023) used an online, pre-registered, large-scale controlled experiment to test the effect of an endorsement of Joe Biden by the scientific journal Nature on several perceptual and behavioural outcomes. The main results of the paper were the following: the endorsement of Biden caused a large reduction in Trump supporters' trust in Nature and a considerably smaller reduction in their 'trust in US scientists'. The estimated effects are larger for individuals who, prior to the treatment, believed that Nature was unlikely to have endorsed a presidential candidate. The endorsement also made Trump supporters less likely to request COVID and vaccine related information from the endorsing journal. For Biden supporters, the respective estimated effects were generally positive, but small and insignificant. In his abstract, the author summarizes his key causal claim as follows: ""political endorsement by scientific journals can undermine and polarize public confidence in the endorsing journals and the scientific community"" (p.696). In this replication study, we computationally reproduced all results, with few and trivial exceptions. We then tested the robustness of those results that gave rise to Zhang's (2023) main causal claim. These tests include an alternative estimation method, an alternative way to capture support for the candidates, and a series of heterogeneity analyses by demographics. All test results support the author's findings but add interesting nuance. Some of our tests exploit variables from the raw data that were not included in the clean, published dataset, but the author willingly provided: a post-treatment 'manipulation check' that asked respondents to indicate the candidate that Nature actually endorsed, and data on requests for COVID related articles from other outlets besides Nature. We used these variables to conduct an Instrumental Variables (IV) procedure and test a 'causal mediation' model. Overall, and for Trump supporters in particular, our report corroborates the author's main finding of a strong negative effect of the endorsement on the overall perception of the endorser (Nature). However, the additional analysis provides weaker evidence for a reduction in trust in the scientific community more generally.",1,0.75,0
https://ideas.repec.org/p/zbw/i4rdps/176.html,"Carter (2024) examines the historical conditions that shape protection versus assimilation for indigenous communities, arguing that state-led conscription programs are one such factor. In a natural experiment leveraging conscription for a 1920s Peruvian highway designed to replicate a pre-colonial road system (Qhapaq Ñan), Carter finds through a geographic regression discontinuity design that eligibility for state conscription increased the likelihood of a municipality having an indigenous movement by about 30 percentage points (approximately .75 standard deviations) and scores on an omnibus accommodation measure by about .3 items (approximately .4 standard deviations). The omnibus measure includes the number of institutions that an indigenous community reports preserving (increased by .3 items on a 7 point scale, or .25 standard deviations), likelihood of having a communal land title (increased by 12 percentage points, or .3 standard deviations), and likelihood of registration with the government (increased by 9 percentage points, or .3 standard deviations). All point estimates are significant at the .1% level. We successfully computationally reproduce all main claims of the paper but find inconsistencies between the map of the road presented by Carter and that used by Franco et al. (2021) that affect its passage through a small number of municipalities. In order to investigate whether these municipalities drive the main findings without the ability to identify municipalities in the data, we drop municipalities iteratively and re-run the analysis, finding only minor changes in coefficient estimates across subsets. In addition, we explore a number of sensitivity analyses for the regression discontinuity design that vary the functional form, vary the bandwidth window, and use the Rosenbaum method for window selection. While the results remain consistent under all analyses, we recommend for further research to recode treated municipalities on the basis of the alternative road map and explore the as-if random assumption in light of evidence linking proximity to the precolonial road to various economic and political outcomes.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/177.html,"Atwood (2022b) reports a positive effect of the 1963 measles vaccine on long-run economic outcomes. The identifying variation is from pre-vaccine average reported measles incidence, but this plausibly represents reporting capacity or initial health levels, rather than actual disease incidence. I extend the sample and use an event study to test for differential trends, and find trends that are inconsistent with a treatment effect of the vaccine.",1,0,1
https://ideas.repec.org/p/zbw/i4rdps/178.html,"Mattingly (2024) investigates how authoritarian leaders select military generals, focusing on the People's Liberation Army of China. Three main findings emerge. First, in general, Chinese leaders consider both personal ties (as a proxy for loyalty to the leader) and combat experience (as a proxy for competence) when promoting military officers. Second, personal ties are particularly relevant during periods of domestic threat. Third, combat experience only matters during periods of foreign threat. We successfully replicate all main results with Mattingly's (2024) database, only identifying minimal differences in calculated standard errors when employing Stata instead of R. However, results differ substantially in sign, magnitude, and statistical precision once we employ alternative, data-driven approaches to defining periods of domestic threat. Alternative specification results pertaining to foreign threat periods are more robust in sign but also vary in terms of magnitude and levels of statistical relevance.",1,0,1
https://ideas.repec.org/p/zbw/i4rdps/179.html,"Rigorous replication efforts is crucial for good social science, and I am grateful to Jetter and Swasito (2024), who replicate and extend the results of a recent published paper (Mattingly, 2024). My original paper examined, among other things, the ways in which periods of foreign and domestic threat shaped how the Chinese Communist Party selected officers for the People's Liberation Army (PLA). Jetter and Swasito confirm the core results are computationally replicable. To extend the results, they use alternative data sources to measure foreign and domestic threat. They conclude that the domestic threat results in particular are not robust to the alternative data source they use. I raise questions about the quality of this alternative data source. I also ask whether, even if the data were of higher quality, it would map onto the core concept. Finally, I argue for the importance of substantive knowledge of the case and qualitative scoring of the foreign and domestic threat variable. However, the points raised by Jetter and Swasito in their replication effort are important and well-taken. Measuring concepts such as foreign and domestic threat is challenging, and doing so is a potential avenue for future quantitative research.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/180.html,"Liu et al. (2023) examines the effect of climate change on labor allocation in India over a long time span. The authors find that rising temperatures are correlated with lower shares of workers in non agricultural sectors. They also identify a likely mechanism: falling agricultural productivity leads to a reduction in demand for non-agricultural goods or services, leading to a reduction in labor demand in non-agricultural sectors. We undertake a reproduction and extension of Liu et al. (2023), and find that we are able to computationally reproduce all the numbers produced by the authors up to marginal differences in the calculation of standard errors. We describe a set of data issues that hindered full reproduction of the original dataset, and, in one case, contradicts a claim of data availability made by the authors. Finally, we test the robustness of the main results to a more consistent use of fixed effects and the use of Poisson regression, following Chen and Roth (2024). The Poisson regression approach does not alter the results, but in several of the new fixed effects specifications the author's original results are less conclusive and lose statistical significance.",1,0,1
https://ideas.repec.org/p/zbw/i4rdps/181.html,"In this study, we evaluate the reproducibility and replicability of Scott Orr's (2022) innovative approach for identifying within-plant productivity differences across product lines. Orr's methodology allows the estimation of plant-product level productivity, contingent upon a well-behaved pre-estimated demand system, which requires the use of carefully chosen instrumental variables (IVs) for output prices. Using Orr's STATA replication package, we successfully replicate all primary estimates with the ASI Indian plant-level panel data from 2000 to 2007. Additionally, applying Orr's replication codes to a sample from 2011 to 2020 reveals that the suggested IVs do not perform as expected.",1,0.75,1
https://ideas.repec.org/p/zbw/i4rdps/182.html,"I would like to thank Hong and Luparello (2024) for their effort in replicating, as well as partially extending, the results in Orr (2022). This replication report makes what I believe to be three key points: 1. The replication package of Orr (2022) is computationally reproducible (up to two minor caveats, which I very much appreciate the authors catching) 2. The demand estimates are sensitive to a 30% cost-share threshold pursued when con- structing input price based IVs. 3. The demand estimation strategy does not work when applied to a different sample (the same industry, but a later time period). - In this brief note, I provide some minor commentary on each of these findings. I focus primarily on point 2, where my interpretation of their results differs slightly from their own. In particular, I believe these results largely show that the cost-share threshold does not matter much quantitatively | as long one is careful to choose thresholds that make economic sense | although I also acknowledge that the precision of the estimates can be sensitive to this threshold.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/183.html,"We analyze over 44,000 economics working papers from 1980-2023 using a custom language model to construct knowledge graphs mapping economic concepts and their relationships, distinguishing between general claims and those supported by causal inference methods. The share of causal claims within papers rose from about 4% in 1990 to 28% in 2020, reflecting the ""credibility revolution."" Our findings reveal a trade-off between factors enhancing publication in top journals and those driving citation impact. While employing causal inference methods, introducing novel causal relationships, and engaging with less central, specialized concepts increase the likelihood of publication in top 5 journals, these features do not necessarily lead to higher citation counts. Instead, papers focusing on central concepts tend to receive more citations once published. However, papers with intricate, interconnected causal narratives-measured by the complexity and depth of causal channels-are more likely to be both published in top journals and receive more citations. Finally, we observe a decline in reporting null results and increased use of private data, which may hinder transparency and replicability of economics research, highlighting the need for research practices that enhance both credibility and accessibility.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/184.html,"Our paper examines construct validity, an often neglected yet important element affecting the generalizability of individual study results. Construct validity deals with how the operationalization of a treatment corresponds to the broader construct it intends to speak to. The universe of potential operationalizations is referred to as the design space. As an empirical example, we systematically review 45 microfinance Randomized Controlled Trials to estimate the size of the design space. Variations in the treatment operationalization matter for the observed effect. We also show that most papers generalize from the operationalized treatment to a broad construct, mostly without acknowledging underlying assumptions.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/185.html,"Brock and De Haas (2023) study the effect of randomising applicant gender in small business loan applications that are reviewed by loan officers at a Turkish bank in a lab-in-the-field experiment based on real-life applications. The main re- sults are: first, that loan approval rates are not gendered (direct discrimination); second loan officers are 6 percentage point (26%) more likely to condition loan ap- proval to a guarantor when the applicant is a female rather than a male (indirect discrimination). In our computational replication we obtain the manuscript results. In addition, a robustness replication shows that the main results are partly driven by the role of loan types, job seniority and population differences among cities.",1,0.75,1
